
Disease_id,Disease,Symptom_1,Symp1_weight,Symptom_2,Symp2_weight,Symptom_3,Symp3_weight,Symptom_4,Symp4_weight,Symptom_5,Symp5_weight,Symptom_6,Symp6_weight,Symptom_7,Symp7_weight,Symptom_8,Symp8_weight,Symptom_9,Symp9_weight,Symptom_10,Symp10_weight,Symptom_11,Symp11_weight,Symptom_12,Symp12_weight,Symptom_13,Symp13_weight,Symptom_14,Symp14_weight,Symptom_15,Symp15_weight,Symptom_16,Symp16_weight,Symptom_17,Symp17_weight,Send_to_Doctor
D003,AIDS,muscle_wasting,3,patches_in_throat,6,high_fever,7,extra_marital_contacts,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0029,Impetigo,high_fever,7,blister,4,red_sore_around_nose,2,yellow_crust_ooze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0029,Impetigo,high_fever,7,blister,4,red_sore_around_nose,2,yellow_crust_ooze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0029,Impetigo,high_fever,7,blister,4,red_sore_around_nose,2,yellow_crust_ooze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0029,Impetigo,high_fever,7,blister,4,red_sore_around_nose,2,yellow_crust_ooze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0029,Impetigo,high_fever,7,blister,4,red_sore_around_nose,2,yellow_crust_ooze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0029,Impetigo,high_fever,7,blister,4,red_sore_around_nose,2,yellow_crust_ooze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0017,Gastroenteritis,sunken_eyes,3,dehydration,4,diarrhoea,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D002,Acne,pus_filled_pimples,2,blackheads,2,scurring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002,Acne,pus_filled_pimples,2,blackheads,2,scurring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002,Acne,pus_filled_pimples,2,blackheads,2,scurring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002,Acne,pus_filled_pimples,2,blackheads,2,scurring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002,Acne,pus_filled_pimples,2,blackheads,2,scurring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002,Acne,pus_filled_pimples,2,blackheads,2,scurring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0012,Dengue,chills,3,joint_pain,3,vomiting,5,fatigue,4,high_fever,7,headache,3,nausea,5,loss_of_appetite,4,pain_behind_the_eyes,4,back_pain,3,malaise,6,muscle_pain,2,red_spots_over_body,3,0,0,0,0,0,0,0,0,1
D0012,Dengue,chills,3,joint_pain,3,vomiting,5,fatigue,4,high_fever,7,headache,3,nausea,5,loss_of_appetite,4,pain_behind_the_eyes,4,back_pain,3,malaise,6,muscle_pain,2,red_spots_over_body,3,0,0,0,0,0,0,0,0,1
D0012,Dengue,chills,3,joint_pain,3,vomiting,5,fatigue,4,high_fever,7,headache,3,nausea,5,loss_of_appetite,4,pain_behind_the_eyes,4,back_pain,3,malaise,6,muscle_pain,2,red_spots_over_body,3,0,0,0,0,0,0,0,0,1
D0012,Dengue,chills,3,joint_pain,3,vomiting,5,fatigue,4,high_fever,7,headache,3,nausea,5,loss_of_appetite,4,pain_behind_the_eyes,4,back_pain,3,malaise,6,muscle_pain,2,red_spots_over_body,3,0,0,0,0,0,0,0,0,1
D0012,Dengue,chills,3,joint_pain,3,vomiting,5,fatigue,4,high_fever,7,headache,3,nausea,5,loss_of_appetite,4,pain_behind_the_eyes,4,back_pain,3,malaise,6,muscle_pain,2,red_spots_over_body,3,0,0,0,0,0,0,0,0,1
D0012,Dengue,chills,3,joint_pain,3,vomiting,5,fatigue,4,high_fever,7,headache,3,nausea,5,loss_of_appetite,4,pain_behind_the_eyes,4,back_pain,3,malaise,6,muscle_pain,2,red_spots_over_body,3,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
